Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected,Front Ultrasonic Distance (cm)
2026-04-02 15:40:50,18.45,0,0,1,0,0,0,0,0.00,0,0.00,0.06,0.00,0.00,0.00,D,0.00,0.50,0.29,0.40,1.12,CAUTION_WARNING,0.00,,56.40,16.20,504,3.42,65.3,1,0,0.00,0.00,0.00,0.50,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:51,19.46,0,0,0,0,0,0,0,0.39,0,1.00,0.06,0.00,0.01,0.23,D,0.00,0.50,0.29,0.40,1.13,CAUTION_WARNING,0.00,,54.70,16.80,504,0.08,65.9,1,0,0.00,0.00,0.00,0.50,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:52,20.58,0,0,0,0,0,0,0,0.00,0,0.00,0.16,0.01,0.14,0.14,D,0.00,0.47,0.29,0.38,1.16,STOP_WARNING,0.00,,56.40,17.10,504,0.01,67.5,1,0,0.00,0.00,0.00,0.47,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:53,21.48,0,0,0,0,0,0,0,0.51,1,1.00,0.16,0.01,0.00,0.00,D,0.00,0.48,0.28,0.38,1.16,STOP_WARNING,0.00,,60.90,17.30,504,0.86,66.4,1,0,0.00,0.00,0.00,0.48,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:54,22.50,0,0,0,1,0,0,0,-1.00,0,0.00,0.16,0.01,0.00,0.00,R,0.00,0.47,0.28,0.38,1.16,STOP_WARNING,0.00,,52.70,17.10,504,1.87,66.4,1,0,0.00,0.00,0.00,0.47,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:55,23.51,0,0,0,0,0,0,0,-0.27,0,0.53,0.16,0.01,0.01,-0.33,R,0.00,0.48,0.29,0.38,1.15,STOP_WARNING,0.00,,55.70,16.70,504,0.01,66.4,1,1,0.00,0.00,0.00,0.48,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:56,24.51,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.28,-0.15,R,0.00,0.45,0.35,1.72,1.05,STOP_WARNING,0.00,,59.20,16.50,504,0.01,66.4,1,1,0.00,0.00,0.00,0.45,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:57,25.52,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.36,1.73,1.04,STOP_WARNING,0.00,,49.50,16.60,504,0.85,66.4,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:58,26.53,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.36,1.72,1.04,STOP_WARNING,0.00,,44.60,16.40,504,1.86,67.0,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:40:59,27.54,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.35,1.72,1.04,STOP_WARNING,0.00,,47.90,16.40,504,2.87,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:00,28.53,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.35,0.40,0.10,STOP_WARNING,0.00,,45.20,16.40,504,3.87,67.5,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:01,29.53,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.12,0.15,0.14,STOP_WARNING,0.00,,47.30,16.20,504,4.87,67.5,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:02,30.54,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.36,1.73,0.09,STOP_WARNING,0.00,,48.20,16.30,504,5.87,68.6,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:03,31.54,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.02,0.00,-0.00,R,0.00,0.46,0.04,1.74,0.04,STOP_WARNING,0.00,,45.10,16.40,504,0.61,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:04,32.55,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.34,1.73,0.08,STOP_WARNING,0.00,,47.30,16.80,504,1.62,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:05,33.56,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.45,0.35,1.73,0.10,STOP_WARNING,0.00,,43.70,16.70,504,2.63,68.1,1,1,0.00,0.00,0.00,0.45,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:06,34.57,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.07,1.73,0.07,STOP_WARNING,0.00,,45.90,16.50,504,3.64,67.5,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:07,35.58,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.09,STOP_WARNING,0.00,,46.30,16.50,504,4.65,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:08,36.59,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.10,STOP_WARNING,0.00,,45.50,16.30,504,5.66,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:09,37.59,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.11,STOP_WARNING,0.00,,49.10,16.90,504,6.66,69.2,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:10,38.60,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.13,STOP_WARNING,0.00,,45.90,17.00,504,7.66,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:11,39.61,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.34,1.73,0.12,STOP_WARNING,0.00,,48.80,16.90,504,8.68,69.7,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:12,40.62,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.11,STOP_WARNING,0.00,,44.90,16.70,504,9.69,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:13,41.63,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.12,STOP_WARNING,0.00,,48.50,16.50,504,10.70,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:14,42.63,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.12,STOP_WARNING,0.00,,45.30,16.40,504,11.70,69.7,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:15,43.65,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.17,STOP_WARNING,0.00,,48.90,16.30,504,12.71,68.1,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:16,44.66,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.23,STOP_WARNING,0.00,,45.80,16.20,504,13.73,68.6,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:17,45.67,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.32,1.73,0.34,STOP_WARNING,0.00,,47.50,16.10,504,14.74,69.7,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:18,46.67,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.28,STOP_WARNING,0.00,,46.90,16.20,504,15.74,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:19,47.69,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,47.10,16.00,504,16.76,68.6,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:20,48.69,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,46.70,16.20,504,17.76,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:21,49.71,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,46.40,15.90,504,18.78,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:22,50.71,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.25,STOP_WARNING,0.00,,48.40,16.20,504,19.78,73.0,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:23,51.72,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,45.80,16.00,504,20.79,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:24,52.74,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.27,STOP_WARNING,0.00,,47.70,16.10,504,21.81,69.7,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:25,53.74,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.27,STOP_WARNING,0.00,,44.20,16.10,504,22.81,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:26,54.75,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.74,0.27,STOP_WARNING,0.00,,46.70,16.10,504,23.82,71.9,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:27,55.77,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,45.20,16.10,504,24.83,71.9,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:28,56.78,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,47.40,16.10,504,25.85,71.4,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:29,57.79,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.25,STOP_WARNING,0.00,,44.80,15.90,504,26.86,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:30,58.79,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.24,STOP_WARNING,0.00,,47.70,15.70,504,27.86,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:31,59.81,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.26,STOP_WARNING,0.00,,45.80,15.90,504,28.88,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:32,60.83,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.25,STOP_WARNING,0.00,,47.10,15.80,504,29.90,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:33,61.84,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.27,STOP_WARNING,0.00,,44.70,15.90,504,30.91,69.7,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:34,62.85,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.24,STOP_WARNING,0.00,,46.40,15.70,504,31.92,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:35,63.86,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.25,STOP_WARNING,0.00,,50.00,15.80,504,32.93,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:36,64.86,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.31,STOP_WARNING,0.00,,47.60,15.80,504,33.93,70.3,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:37,65.87,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.30,STOP_WARNING,0.00,,48.10,16.10,504,34.94,69.2,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:38,66.87,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.45,0.34,1.73,0.28,STOP_WARNING,0.00,,46.10,17.00,504,35.94,70.3,1,1,0.00,0.00,0.00,0.45,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:39,67.87,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.27,STOP_WARNING,0.00,,47.00,17.50,504,36.94,69.2,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:40,68.89,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.34,1.73,0.27,STOP_WARNING,0.00,,45.30,17.30,504,37.96,71.9,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:41,69.90,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.27,STOP_WARNING,0.00,,47.50,17.20,504,38.96,71.4,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:42,70.90,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,1.73,0.18,STOP_WARNING,0.00,,44.90,16.80,504,39.97,73.0,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:43,71.91,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.46,0.35,0.18,0.11,STOP_WARNING,0.00,,47.10,16.30,504,0.28,70.8,1,1,0.00,0.00,0.00,0.46,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:44,72.92,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,3.04,2.59,1.60,0.11,^,0.00,,45.80,16.40,504,0.99,71.9,1,0,0.00,0.00,0.00,3.04,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:45,73.92,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,2.81,3.00,2.08,0.15,^,0.00,,44.70,16.20,504,2.00,73.0,1,0,0.00,0.00,0.00,2.81,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:46,74.93,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,2.20,2.73,2.70,0.15,^,0.00,,48.50,16.30,504,3.00,73.6,1,0,0.00,0.00,0.00,2.20,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:47,75.94,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,1.44,2.40,1.67,0.17,^,0.00,,44.50,16.20,504,4.01,72.5,1,0,0.00,0.00,0.00,1.44,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:48,76.94,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,1.25,1.10,0.44,0.21,^,0.00,,48.00,16.60,504,5.02,71.9,1,0,0.00,0.00,0.00,1.25,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:49,77.95,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.99,0.96,0.51,0.16,CAUTION_WARNING,0.00,,44.20,16.60,504,0.02,69.7,1,0,0.00,0.00,0.00,0.99,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:50,78.97,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.89,0.96,0.51,0.51,CAUTION_WARNING,0.00,,47.50,16.40,504,1.04,70.3,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:51,79.98,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.90,0.96,0.51,0.51,CAUTION_WARNING,0.00,,45.80,16.20,504,2.05,69.2,1,0,0.00,0.00,0.00,0.90,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:52,80.99,0,0,0,0,0,0,0,0.00,0,0.00,0.48,0.01,0.00,-0.00,R,0.00,0.89,0.96,0.51,0.51,CAUTION_WARNING,0.00,,46.90,15.60,504,3.06,71.9,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:54,82.50,1,0,0,0,0,0,0,-0.71,0,0.18,0.48,0.01,0.00,0.18,D,0.00,0.90,12.00,0.51,0.51,CAUTION_WARNING,-25.00,recovering_boundaries,45.90,15.50,504,4.57,69.2,1,0,0.00,-25.00,0.00,12.00,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:41:54,83.01,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.02,0.18,D,0.00,0.91,0.96,0.51,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,45.90,15.60,504,0.10,70.3,1,0,0.00,-5.00,0.23,2.57,0.00,0.00,0,0,0.00,0,109.33
2026-04-02 15:41:56,84.31,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.02,0.18,D,0.00,0.91,0.96,0.51,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,42.10,15.40,504,0.56,69.7,1,0,0.00,-5.00,0.23,2.57,0.00,0.00,0,0,0.00,0,112.37
2026-04-02 15:41:57,85.65,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.02,0.18,D,0.00,0.91,0.96,0.51,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,38.80,15.40,504,0.29,68.6,1,0,0.00,-5.00,0.24,2.56,0.00,0.00,0,0,0.00,0,58.77
2026-04-02 15:41:58,86.80,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.01,0.18,D,0.00,0.91,0.95,0.50,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,39.00,15.50,504,1.11,68.6,1,0,0.00,-5.00,0.23,2.56,0.00,0.00,0,0,0.00,0,124.84
2026-04-02 15:41:59,87.90,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.00,0.18,D,0.00,0.91,0.95,0.51,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,34.50,15.50,504,0.55,68.1,1,0,0.00,-5.00,0.23,2.56,0.00,0.00,0,0,0.00,0,74.35
2026-04-02 15:42:00,88.91,1,0,0,0,0,0,0,-0.14,0,0.18,0.48,0.01,0.00,0.18,D,0.00,0.91,0.95,0.51,0.51,CAUTION_WARNING,-5.00,recovering_boundaries,45.30,15.50,504,1.56,68.1,1,0,0.00,-5.00,0.23,2.56,0.00,0.00,0,0,0.00,0,88.68
2026-04-02 15:42:02,90.24,0,0,0,0,0,0,0,-0.14,0,1.00,0.48,0.01,0.00,0.43,D,0.00,0.92,0.95,0.51,0.51,CAUTION_WARNING,0.00,,37.30,15.10,504,0.35,67.5,1,0,0.00,0.00,0.00,0.92,0.00,0.00,0,0,0.00,0,0.00
