Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected
2026-04-22 21:31:23,4.12,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.68,0.45,^,0.00,,24.60,14.90,504,4.12,47.2,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:24,5.13,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.68,0.45,^,0.00,,39.20,15.30,504,5.13,47.2,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:25,6.14,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.68,0.45,^,0.00,,45.40,15.10,504,0.43,48.3,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:26,7.16,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.67,0.45,^,0.00,,46.90,15.00,504,1.44,49.4,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:27,8.17,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.67,0.45,^,0.00,,45.50,14.90,504,2.46,50.5,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:28,9.19,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.65,0.68,0.45,^,0.00,,46.70,14.80,504,0.56,49.9,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:29,10.18,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.65,0.67,0.45,^,0.00,,44.80,14.70,504,0.29,50.5,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:30,11.20,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.65,0.68,0.46,^,0.00,,45.00,14.50,504,1.30,52.1,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:31,12.21,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.65,0.67,0.45,^,0.00,,45.10,14.50,504,2.31,52.1,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
2026-04-22 21:31:32,13.22,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.65,2.66,0.68,0.45,^,0.00,,46.10,14.20,504,3.33,51.0,1,0,0.00,0.00,0.00,1.65,0.00,0.00,0,0,0.00,0
