Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected,Front Ultrasonic Distance (cm)
2026-03-29 15:05:49,2.34,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.89,0.52,0.56,0.52,CAUTION_WARNING,0.00,,16.30,8.80,504,2.34,48.8,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:50,3.35,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,1.30,8.80,504,3.35,49.4,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:51,4.35,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.90,9.80,504,4.35,49.9,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:52,5.36,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.90,0.52,0.56,0.52,CAUTION_WARNING,0.00,,10.60,9.90,504,5.36,49.4,1,0,0.00,0.00,0.00,0.90,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:53,6.38,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,6.60,9.70,504,6.38,51.0,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:54,7.38,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.52,0.56,0.52,CAUTION_WARNING,0.00,,10.40,9.50,504,7.38,51.6,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:55,8.39,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.70,9.60,504,8.39,51.0,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:56,9.40,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,12.00,9.50,504,9.40,52.1,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:57,10.42,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.30,9.60,504,10.42,49.9,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:58,11.42,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,10.70,9.60,504,11.42,52.1,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:05:59,12.43,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,6.80,9.40,504,12.43,51.0,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:00,13.45,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,9.60,9.60,504,13.45,52.7,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:01,14.46,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.89,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.10,9.60,504,14.46,52.1,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:02,15.48,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.60,9.60,504,15.48,51.0,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:03,16.49,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,11.80,9.60,504,16.49,51.0,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:04,17.50,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,10.30,9.60,504,17.50,50.5,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:05,18.52,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.52,0.56,0.52,CAUTION_WARNING,0.00,,11.20,9.60,504,18.52,52.1,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:06,19.53,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,8.00,9.60,504,19.53,52.1,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:07,20.54,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,0.52,0.56,0.52,CAUTION_WARNING,0.00,,9.60,9.60,504,20.54,51.6,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:08,21.55,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,7.60,9.50,504,21.55,52.1,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:09,22.57,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,11.60,9.50,504,22.57,52.7,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:10,23.58,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,7.50,9.40,504,23.58,52.7,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
2026-03-29 15:06:11,24.59,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.52,0.56,0.52,CAUTION_WARNING,0.00,,9.60,9.50,504,24.59,52.7,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0,0.00
