Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected
2026-05-02 12:24:33,3.82,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,21.60,12.60,504,3.82,45.5,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:34,4.83,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,13.00,12.60,504,0.54,45.0,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:35,5.94,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,11.50,12.60,504,1.65,45.0,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:36,6.84,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,12.20,12.60,504,0.14,45.0,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:37,7.86,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,12.30,12.50,504,0.75,46.6,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:38,8.87,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.82,STOP_WARNING,0.00,aeb_stop,13.20,12.50,504,1.77,45.0,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:39,9.88,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.82,STOP_WARNING,0.00,aeb_stop,11.00,12.50,504,2.78,46.6,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:40,10.90,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,14.40,12.40,504,3.79,45.5,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:41,11.91,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.82,STOP_WARNING,0.00,aeb_stop,13.80,12.40,504,4.80,45.5,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:42,12.92,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,14.00,12.40,504,5.81,46.1,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:43,14.03,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.51,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,15.80,12.40,504,6.93,44.4,1,1,0.00,0.00,0.00,0.51,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:44,14.94,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,15.10,12.40,504,7.83,45.0,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:45,15.95,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,13.60,12.50,504,8.84,46.1,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:46,16.96,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,14.70,12.50,504,9.86,46.6,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:47,18.07,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,14.10,12.80,504,10.97,46.1,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:48,18.98,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,13.70,12.70,504,11.87,46.1,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
2026-05-02 12:24:49,19.98,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.52,12.00,0.51,1.83,STOP_WARNING,0.00,aeb_stop,14.30,12.70,504,0.51,45.0,1,1,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0
