Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected,Front Ultrasonic Distance (cm)
2026-04-02 15:30:28,5.33,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.45,0.24,0.38,1.12,STOP_WARNING,0.00,,27.30,15.20,504,5.33,57.6,1,1,0.00,0.00,0.00,0.45,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:29,6.34,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.45,0.24,0.38,1.12,STOP_WARNING,0.00,,45.10,15.40,504,6.34,60.4,1,1,0.00,0.00,0.00,0.45,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:30,7.35,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.48,0.24,0.38,1.12,STOP_WARNING,0.00,,43.50,15.40,504,7.35,58.2,1,1,0.00,0.00,0.00,0.48,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:31,8.46,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.48,0.24,0.38,1.12,STOP_WARNING,0.00,,46.60,15.40,504,8.46,61.5,1,1,0.00,0.00,0.00,0.48,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:32,9.37,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.48,0.24,0.38,1.12,STOP_WARNING,0.00,,45.30,15.30,504,9.37,61.5,1,1,0.00,0.00,0.00,0.48,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:33,10.38,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.47,0.24,0.38,1.12,STOP_WARNING,0.00,,44.70,14.90,504,10.38,60.9,1,1,0.00,0.00,0.00,0.47,0.00,0.00,0,0,0.00,0,0.00
2026-04-02 15:30:33,10.54,0,0,0,0,1,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.47,0.24,0.38,1.12,STOP_WARNING,0.00,,51.50,15.10,504,10.54,62.0,1,1,0.00,0.00,0.00,0.47,0.00,0.00,0,0,0.00,0,0.00
