Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected
2026-04-25 14:52:44,3.78,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.51,0.48,WARN_WARNING,0.00,,21.70,12.50,504,3.78,41.1,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:45,4.80,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,1.29,0.56,WARN_WARNING,0.00,,12.40,12.60,504,4.80,42.8,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:46,5.81,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.89,0.76,0.46,0.43,WARN_WARNING,0.00,,12.20,12.50,504,5.81,42.2,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:47,6.82,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.25,0.28,WARN_WARNING,0.00,,12.60,12.50,504,0.36,43.9,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:48,7.83,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.90,0.76,0.23,0.23,WARN_WARNING,0.00,,13.20,12.50,504,0.46,43.3,1,0,0.00,0.00,0.00,0.90,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:49,8.94,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.20,0.21,WARN_WARNING,0.00,,11.70,12.50,504,1.57,43.3,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:50,9.85,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.22,0.19,WARN_WARNING,0.00,,13.30,12.50,504,2.47,42.8,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:51,10.86,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.89,0.76,0.18,0.17,WARN_WARNING,0.00,,15.60,12.90,504,0.05,43.3,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:52,11.87,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.09,0.10,0.06,0.17,STOP_WARNING,0.00,aeb_stop,15.60,13.00,504,1.06,41.7,1,1,0.00,0.00,0.00,0.09,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:53,12.88,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.19,0.04,0.16,0.05,STOP_WARNING,0.00,aeb_stop,17.10,13.00,504,2.07,42.8,1,1,0.00,0.00,0.00,0.19,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:54,13.89,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.14,0.04,0.12,0.05,STOP_WARNING,0.00,aeb_stop,14.90,12.90,504,0.51,42.2,1,1,0.00,0.00,0.00,0.14,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:55,15.00,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.21,0.11,0.14,0.10,STOP_WARNING,0.00,aeb_stop,15.40,12.80,504,1.62,42.8,1,1,0.00,0.00,0.00,0.21,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:56,15.90,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.18,0.23,WARN_WARNING,0.00,,15.70,12.80,504,2.53,43.3,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:57,16.91,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.88,0.76,0.18,0.19,WARN_WARNING,0.00,,14.50,12.70,504,3.54,42.8,1,0,0.00,0.00,0.00,0.88,0.00,0.00,0,0,0.00,0
2026-04-25 14:52:58,17.93,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.89,0.76,0.18,0.17,WARN_WARNING,0.00,,14.90,12.80,504,4.55,42.2,1,0,0.00,0.00,0.00,0.89,0.00,0.00,0,0,0.00,0
