Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected,Front Ultrasonic Distance (cm)
2026-03-28 17:38:53,13.07,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.05,0.35,0.39,CAUTION_WARNING,0.00,,7.20,10.10,504,13.07,53.8,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:54,14.08,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.11,0.34,0.39,CAUTION_WARNING,0.00,,7.60,10.00,504,14.08,53.8,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:55,15.10,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.12,0.12,0.34,0.39,STOP_WARNING,0.00,,8.80,10.00,504,0.70,54.9,1,0,0.00,0.00,0.00,0.12,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:56,16.11,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.11,0.09,0.36,0.39,STOP_WARNING,0.00,,11.00,9.90,504,1.71,55.4,1,0,0.00,0.00,0.00,0.11,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:57,17.12,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.09,0.41,0.40,CAUTION_WARNING,0.00,,10.70,9.90,504,2.72,56.0,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:58,18.13,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.12,0.10,0.37,0.39,STOP_WARNING,0.00,,8.10,9.80,504,3.74,54.3,1,0,0.00,0.00,0.00,0.12,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:38:59,19.14,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.10,0.10,0.41,0.39,STOP_WARNING,0.00,,8.20,9.80,504,4.74,55.4,1,0,0.00,0.00,0.00,0.10,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:00,20.15,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.03,0.41,0.36,CAUTION_WARNING,0.00,,8.80,9.80,504,5.75,54.9,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:01,21.16,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.09,0.09,0.40,0.36,STOP_WARNING,0.00,,8.70,9.80,504,6.77,54.3,1,0,0.00,0.00,0.00,0.09,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:02,22.18,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.05,0.33,0.32,CAUTION_WARNING,0.00,,8.10,9.80,504,7.79,53.8,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:03,23.19,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.84,1.05,0.34,0.29,CAUTION_WARNING,0.00,,8.30,9.80,504,8.80,55.4,1,0,0.00,0.00,0.00,0.84,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:04,24.21,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,1.05,0.34,0.39,CAUTION_WARNING,0.00,,9.30,9.80,504,9.81,54.9,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:05,25.22,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.11,0.40,0.39,CAUTION_WARNING,0.00,,7.90,9.80,504,10.82,56.0,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:06,26.23,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.10,0.09,0.40,0.39,STOP_WARNING,0.00,,11.10,9.70,504,11.83,55.4,1,0,0.00,0.00,0.00,0.10,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:07,27.23,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.08,0.06,0.41,0.40,STOP_WARNING,0.00,,11.80,9.70,504,12.83,55.4,1,1,0.00,0.00,0.00,0.08,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:08,28.25,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.07,0.06,0.35,0.39,STOP_WARNING,0.00,,12.10,9.70,504,13.85,55.4,1,1,0.00,0.00,0.00,0.07,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:09,29.26,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.07,0.07,0.34,0.39,STOP_WARNING,0.00,,12.30,9.70,504,14.86,56.0,1,1,0.00,0.00,0.00,0.07,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:10,30.27,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.17,0.34,0.16,CAUTION_WARNING,0.00,,9.80,9.70,504,15.87,54.3,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:11,31.27,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.87,1.05,0.41,0.39,CAUTION_WARNING,0.00,,10.40,9.70,504,16.88,54.9,1,0,0.00,0.00,0.00,0.87,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:12,32.29,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.05,0.33,0.39,CAUTION_WARNING,0.00,,12.10,9.70,504,17.89,55.4,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:13,33.30,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,1.05,0.41,0.39,CAUTION_WARNING,0.00,,10.80,9.70,504,18.91,55.4,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:14,34.31,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.05,0.37,0.39,CAUTION_WARNING,0.00,,11.90,9.70,504,19.92,53.8,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:15,35.33,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.09,0.37,0.38,CAUTION_WARNING,0.00,,12.10,9.70,504,20.93,56.0,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:16,36.34,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.06,0.06,0.39,0.38,STOP_WARNING,0.00,,12.70,9.70,504,21.94,55.4,1,0,0.00,0.00,0.00,0.06,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:17,37.35,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.08,0.07,0.34,0.39,STOP_WARNING,0.00,,11.90,9.60,504,22.95,55.4,1,1,0.00,0.00,0.00,0.08,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:18,38.36,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.84,0.26,0.40,0.23,CAUTION_WARNING,0.00,,13.40,9.60,504,23.96,54.3,1,0,0.00,0.00,0.00,0.84,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:19,39.37,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.31,0.39,0.33,CAUTION_WARNING,0.00,,11.90,9.60,504,24.98,55.4,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:20,40.38,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.07,0.34,0.41,0.34,STOP_WARNING,0.00,,12.80,9.60,504,25.99,54.3,1,0,0.00,0.00,0.00,0.07,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:21,41.40,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.06,0.34,0.41,0.34,STOP_WARNING,0.00,,13.10,9.60,504,27.00,55.4,1,1,0.00,0.00,0.00,0.06,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:22,42.41,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.07,0.05,0.34,0.06,STOP_WARNING,0.00,,12.30,9.60,504,28.01,54.9,1,0,0.00,0.00,0.00,0.07,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:23,43.42,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.37,0.35,0.13,CAUTION_WARNING,0.00,,10.10,9.60,504,29.02,56.5,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:24,44.43,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.10,0.38,0.39,CAUTION_WARNING,0.00,,10.10,9.50,504,30.03,56.0,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:25,45.44,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.43,0.40,0.39,CAUTION_WARNING,0.00,,12.90,9.60,504,0.78,55.4,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:26,46.46,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,0.42,0.38,0.39,CAUTION_WARNING,0.00,,11.30,9.60,504,1.79,54.9,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:27,47.47,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.85,0.42,0.41,0.38,CAUTION_WARNING,0.00,,12.50,9.60,504,2.80,54.3,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:28,48.48,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.86,1.05,0.40,0.39,CAUTION_WARNING,0.00,,12.90,9.70,504,3.82,55.4,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:29,49.50,0,0,0,0,0,0,0,0.00,1,0.03,0.00,0.00,0.00,0.00,P,0.00,0.85,1.05,0.40,0.39,CAUTION_WARNING,0.00,,13.40,9.70,504,4.83,54.3,1,0,0.00,0.00,0.00,0.85,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:30,50.50,0,0,0,0,0,0,0,0.00,1,1.00,0.00,0.00,0.00,0.00,P,0.00,0.83,1.04,0.35,0.40,CAUTION_WARNING,0.00,,31.30,9.90,504,5.83,55.4,1,0,0.00,0.00,0.00,0.83,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:31,51.51,0,0,1,0,0,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,D,0.00,0.82,1.04,0.41,0.43,CAUTION_WARNING,0.00,,15.60,9.90,504,6.85,56.0,1,0,0.00,0.00,0.00,0.82,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:33,52.52,0,0,1,0,0,0,0,0.00,0,1.00,0.02,0.00,0.01,0.35,D,0.00,0.81,1.04,0.41,0.42,CAUTION_WARNING,0.00,,12.80,9.90,504,0.03,57.1,1,0,0.00,0.00,0.00,0.81,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:34,53.53,0,0,0,0,0,0,0,0.00,0,1.00,1.37,0.01,1.37,0.85,D,0.00,0.82,1.04,0.38,0.42,CAUTION_WARNING,0.00,,11.00,9.80,504,0.00,57.1,1,0,0.00,0.00,0.00,0.82,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:35,54.54,0,0,0,0,0,0,0,0.00,0,1.00,2.64,0.05,2.64,1.00,D,0.00,0.82,1.04,0.40,0.44,CAUTION_WARNING,0.00,,12.00,9.80,504,0.00,56.0,1,0,0.00,0.00,0.00,0.82,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:36,55.66,0,0,0,0,0,0,0,0.00,0,1.00,2.68,0.10,2.55,1.00,D,0.00,0.82,1.07,0.35,0.38,CAUTION_WARNING,0.00,,13.30,9.80,504,0.00,56.0,1,0,0.00,0.00,0.00,0.82,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:37,56.57,0,0,0,0,0,0,0,0.00,0,1.00,2.74,0.14,2.69,1.00,D,0.00,0.79,1.04,0.40,0.43,CAUTION_WARNING,0.00,,13.70,9.70,504,0.00,55.4,1,0,0.00,0.00,0.00,0.79,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:38,57.58,0,0,0,0,0,0,0,0.00,0,1.00,2.74,0.19,2.72,1.00,D,0.00,1.02,0.42,0.68,0.42,^,0.00,,17.20,9.70,504,0.00,56.5,1,0,0.00,0.00,0.00,1.02,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:39,58.58,0,0,0,0,0,0,0,0.00,0,1.00,2.76,0.23,2.75,1.00,D,0.00,0.24,0.34,1.21,0.51,STOP_WARNING,0.00,,11.30,9.70,504,0.00,54.9,1,0,0.00,0.00,0.00,0.24,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:40,59.58,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.27,2.16,0.00,D,0.00,0.24,0.49,0.96,0.59,STOP_WARNING,0.00,,8.50,9.70,504,0.00,56.0,1,1,0.00,0.00,0.00,0.24,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:41,60.67,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.28,0.00,0.00,D,0.00,0.26,0.98,0.92,0.64,STOP_WARNING,0.00,,7.10,9.70,504,0.66,54.9,1,1,0.00,0.00,0.00,0.26,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:42,61.60,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.27,0.00,0.00,D,0.00,0.82,2.58,0.86,0.46,CAUTION_WARNING,0.00,,8.10,9.70,504,1.60,57.1,1,0,0.00,0.00,0.00,0.82,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:43,62.61,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.27,0.00,0.00,D,0.00,0.77,0.80,0.85,0.43,CAUTION_WARNING,0.00,,10.20,9.70,504,0.73,54.9,1,0,0.00,0.00,0.00,0.77,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:44,63.61,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.26,0.00,0.00,D,0.00,0.77,0.77,0.90,0.31,CAUTION_WARNING,0.00,,13.60,9.70,504,1.74,57.1,1,0,0.00,0.00,0.00,0.77,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:45,64.62,0,0,0,0,0,0,0,0.00,1,0.03,2.79,0.26,0.00,0.00,D,0.00,0.80,0.80,0.84,0.30,CAUTION_WARNING,0.00,,9.90,9.70,504,2.75,57.6,1,0,0.00,0.00,0.00,0.80,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:46,65.64,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.26,0.00,0.00,D,0.00,0.99,0.81,0.57,0.27,CAUTION_WARNING,0.00,,11.80,9.70,504,3.76,57.1,1,0,0.00,0.00,0.00,0.99,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:47,66.65,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.25,0.00,0.00,D,0.00,0.81,0.86,0.60,0.34,CAUTION_WARNING,0.00,,11.10,9.70,504,4.78,57.1,1,0,0.00,0.00,0.00,0.81,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:48,67.66,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.25,0.00,0.00,D,0.00,1.01,0.98,0.53,0.30,^,0.00,,7.40,9.70,504,5.79,57.6,1,0,0.00,0.00,0.00,1.01,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:49,68.68,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.25,0.00,0.00,D,0.00,0.91,1.01,0.42,0.43,CAUTION_WARNING,0.00,,6.40,9.70,504,0.69,57.6,1,0,0.00,0.00,0.00,0.91,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:50,69.69,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.24,0.00,0.00,D,0.00,0.91,1.00,0.37,0.44,CAUTION_WARNING,0.00,,16.00,9.70,504,0.80,58.2,1,0,0.00,0.00,0.00,0.91,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:51,70.70,0,0,0,0,0,0,0,0.00,1,1.00,2.79,0.24,0.00,0.00,D,0.00,0.92,1.00,0.43,0.28,CAUTION_WARNING,0.00,,10.90,9.70,504,1.81,57.6,1,0,0.00,0.00,0.00,0.92,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:52,71.71,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.23,0.00,0.00,D,0.00,0.91,1.00,0.41,0.28,CAUTION_WARNING,0.00,,9.60,9.70,504,2.82,57.6,1,0,0.00,0.00,0.00,0.91,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:53,72.72,0,0,0,0,0,0,0,0.00,1,0.00,2.79,0.23,0.00,0.00,D,0.00,0.93,1.00,0.38,0.44,CAUTION_WARNING,0.00,,6.90,9.70,504,3.83,57.1,1,0,0.00,0.00,0.00,0.93,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:54,73.74,0,0,1,1,0,0,0,0.00,0,1.00,2.79,0.23,0.00,0.17,D,0.00,0.93,1.00,0.41,0.28,CAUTION_WARNING,0.00,,12.20,9.70,504,4.85,57.6,1,0,0.00,0.00,0.00,0.93,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:55,74.76,0,0,0,0,0,0,0,0.00,0,0.24,2.79,0.23,0.00,0.05,D,0.00,0.93,1.00,0.43,0.44,CAUTION_WARNING,0.00,,10.90,9.70,504,0.51,58.2,1,0,0.00,0.00,0.00,0.93,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:56,75.77,0,0,0,0,0,0,0,0.00,0,0.00,2.79,0.22,0.02,0.22,D,0.00,0.93,0.99,0.44,0.45,CAUTION_WARNING,0.00,,21.20,9.70,504,0.04,57.1,1,0,0.00,0.00,0.00,0.93,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:57,76.78,0,0,0,0,0,0,0,0.00,0,0.00,2.79,0.22,0.00,0.00,D,0.00,0.80,0.74,0.77,0.28,CAUTION_WARNING,0.00,,6.20,9.70,504,0.86,58.7,1,0,0.00,0.00,0.00,0.80,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:58,77.79,0,0,0,0,0,0,0,0.00,0,0.00,2.79,0.22,0.00,0.00,D,0.00,0.83,0.71,0.48,0.22,CAUTION_WARNING,0.00,,7.50,9.60,504,1.87,56.5,1,0,0.00,0.00,0.00,0.83,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:39:59,78.80,0,0,0,0,0,0,0,0.00,0,1.00,2.79,0.21,0.00,0.31,D,0.00,0.86,0.71,0.48,0.20,CAUTION_WARNING,0.00,,6.90,9.60,504,0.29,57.6,1,0,0.00,0.00,0.00,0.86,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:00,79.82,0,0,0,0,0,0,0,0.15,0,0.96,2.79,0.21,0.75,0.82,D,0.00,0.80,0.66,0.78,0.47,CAUTION_WARNING,0.00,,11.90,9.60,504,0.00,58.7,1,0,0.00,0.00,0.00,0.80,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:01,80.83,0,0,0,0,0,0,0,1.00,0,0.00,2.79,0.23,1.68,0.44,D,0.00,0.98,0.34,0.62,0.34,CAUTION_WARNING,0.00,,18.70,9.70,504,0.00,59.8,1,0,0.00,0.00,0.00,0.98,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:02,81.85,0,0,0,0,0,0,0,1.00,0,1.00,2.79,0.24,0.85,0.63,D,0.00,0.52,0.51,0.46,0.54,CAUTION_WARNING,0.00,,13.10,9.70,504,0.00,58.2,1,0,0.00,0.00,0.00,0.52,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:03,82.85,0,0,0,0,0,0,0,0.00,0,0.97,2.79,0.25,1.26,0.69,D,0.00,2.24,0.25,0.62,0.27,^,0.00,,20.00,9.70,504,0.00,58.2,1,0,0.00,0.00,0.00,2.24,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:04,83.85,0,0,0,0,0,0,0,-0.31,0,1.00,2.79,0.27,1.54,0.85,D,0.00,1.70,1.19,0.89,0.45,^,0.00,,26.70,9.70,504,0.00,59.3,1,0,0.00,0.00,0.00,1.70,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:05,84.86,0,0,0,0,0,0,0,-0.21,0,0.00,2.79,0.29,2.24,0.85,D,0.00,0.78,0.78,1.30,1.15,CAUTION_WARNING,0.00,,20.80,9.70,504,0.00,59.8,1,0,0.00,0.00,0.00,0.78,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:06,85.86,0,0,0,0,0,0,0,0.60,0,1.00,2.92,0.32,2.88,0.90,D,0.00,0.92,0.46,0.45,0.32,CAUTION_WARNING,0.00,,24.90,9.70,504,0.00,58.7,1,0,0.00,0.00,0.00,0.92,0.00,0.00,0,0,0.00,0,0.00
2026-03-28 17:40:07,86.87,0,0,0,0,0,0,0,0.00,1,0.00,2.92,0.34,1.98,0.19,D,0.00,0.31,1.54,0.23,0.71,STOP_WARNING,0.00,,25.30,9.70,504,0.00,59.8,1,0,0.00,0.00,0.00,0.31,0.00,0.00,0,0,0.00,0,0.00
