Current Time,Time Since Program Started (s),Autonomous Mode (On/Off),Cruise Control (Active/Inactive),Shift Up PRND (Event),Shift Down PRND (Event),Quit (Event),Increase CC (Event),Decrease CC (Event),Steer (Value),Brake (On/Off),Gas (Value),Maximum Speed Recall (MPH),Average Speed (MPH),Current Speed (MPH),Motor PWM Value,Gear Mode,Cruise Control Target Speed (MPH),LiDAR Front Distance (m),LiDAR Left Distance (m),LiDAR Right Distance (m),LiDAR Back Distance (m),LiDAR Determined Direction,Target Heading (deg),Stop Reason,CPU Usage (%),Memory Usage (%),Number of LiDAR Points in Scan,Time Since Last Hall Sensor Pulse (s),CPU Temp (C),AEB Enabled (On/Off),AEB Triggered (On/Off),PID Output (Cruise Control),LiDAR Best Heading (deg),LiDAR Heading Confidence,LiDAR Forward Clearance (m),Camera Steering Bias,Camera Confidence,Camera Left Edge Found,Camera Right Edge Found,Camera Corridor Width (px),Driveway Cut Suspected
2026-04-25 13:19:34,3.80,0,0,0,0,0,0,0,-1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,21.40,12.70,504,3.80,46.6,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:35,4.81,0,0,0,0,0,0,0,1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,11.80,12.70,504,4.81,45.5,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:36,5.82,0,0,0,0,0,0,0,1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,14.00,12.70,504,5.82,46.6,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:37,6.83,0,0,0,0,0,0,0,-1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,11.90,12.70,504,6.83,46.6,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:38,7.84,0,0,0,0,0,0,0,1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,12.90,12.70,504,7.84,46.1,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:40,8.86,0,0,0,0,0,0,0,1.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,13.40,12.70,504,8.86,46.6,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:41,9.87,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,12.10,12.60,504,9.87,47.2,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:42,10.88,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,12.00,12.00,12.00,12.00,^,0.00,,14.60,12.60,504,10.88,46.6,1,0,0.00,0.00,0.00,12.00,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:43,11.89,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,1.32,12.00,12.00,12.00,^,0.00,,13.50,12.60,504,11.89,45.5,1,0,0.00,0.00,0.00,1.32,0.00,0.00,0,0,0.00,0
2026-04-25 13:19:44,12.91,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,P,0.00,0.63,12.00,12.00,12.00,WARN_WARNING,0.00,,13.00,12.50,504,12.91,46.6,1,0,0.00,0.00,0.00,0.63,0.00,0.00,0,0,0.00,0
